"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_xss_iframe","tests","2026-08-05","passed","2026-08-05","TestMaliciousPatterns","test_validation","",""
"","1","test_sql_or_1_equals_1","tests","2026-08-05","passed","2026-08-05","TestMaliciousPatterns","test_validation","",""
"","1","test_calculate_total_empty_cart","tests","2026-08-05","passed","2026-08-05","TestPricing","test_services","",""
"Verify admin receives instruction and FSM state is set.","4","test_admin_can_start_send_doc","tests","2026-08-05","passed","2026-08-05","TestCmdSendDoc","test_admin","",""
"Verify get() returns [key] for missing translation key.","1","test_get_missing_key","tests","2026-08-05","passed","2026-08-05","TestI18n","test_i18n","",""
"Verify text without photo/document is rejected.","0","test_rejects_text_message","tests","2026-08-05","passed","2026-08-05","TestProcessPaymentProof","test_order_coverage","",""
"Asterisks in user input must be escaped.","1","test_escapes_asterisk","tests","2026-08-05","passed","2026-08-05","TestEscapeMarkdown","test_fixes","",""
"","1","test_valid_passport_number","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"","1","test_date_wrong_format_dots","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"","0","test_country_code_parametrized[lowercase]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"Verify order status can be updated.","7","test_update_order_status","tests","2026-08-05","passed","2026-08-05","TestOrderCRUD","test_crud","",""
"Verify ROUTING_KEYS has expected document types.","1","test_routing_keys","tests","2026-08-05","passed","2026-08-05","TestConstants","test_business_config","",""
"","0","test_date_year_in_future","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"Verify get_template returns None for empty string.","1","test_returns_none_for_empty_string","tests","2026-08-05","passed","2026-08-05","TestGetTemplate","test_documents","",""
"","1","test_passport_number_uppercased","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"Verify COUNTRY_CODES contains PL, RU, RS, AM.","0","test_country_codes_has_expected_keys","tests","2026-08-05","passed","2026-08-05","TestConstants","test_business_config","",""
"","1","test_extracts_from_text","tests","2026-08-05","passed","2026-08-05","TestExtractOrderId","test_admin","",""
"Verify validate_config passes with all required values.","0","test_valid_config_passes","tests","2026-08-05","passed","2026-08-05","TestValidateConfig","test_config","",""
"Verify main menu has new order, fast order, help.","0","test_main_menu_has_buttons","tests","2026-08-05","passed","2026-08-05","TestMainMenuKeyboard","test_buttons","",""
"Verify correct number of buttons.","0","test_quantity_keyboard_button_count","tests","2026-08-05","passed","2026-08-05","TestQuantityKeyboard","test_buttons","",""
"Verify known documents appear in get_all_templates.","0","test_contains_known_documents","tests","2026-08-05","passed","2026-08-05","TestGetAllTemplates","test_business_config","",""
"Verify each field has id, prompt, type.","0","test_fields_have_required_attributes","tests","2026-08-05","passed","2026-08-05","TestGetTemplate","test_documents","",""
"Verify keyboard works with empty docs list.","0","test_document_keyboard_empty_docs","tests","2026-08-05","passed","2026-08-05","TestDocumentKeyboard","test_buttons","",""
"","1","test_quantity_boundary[qty_99_far_above]","tests","2026-08-05","passed","2026-08-05","TestQuantityBoundaryValues","test_validation","",""
"","1","test_has_malicious_patterns_parametrized[sql_drop]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"","0","test_document_price_eur","tests","2026-08-05","passed","2026-08-05","TestPricing","test_services","",""
"Verify invalid passport numbers don't match the pattern.","0","test_invalid_passport_numbers","tests","2026-08-05","passed","2026-08-05","TestPassportPattern","test_business_config","",""
"Verify 'cancel_to_menu' clears user session.","0","test_cancel_to_menu_clears_user_session","tests","2026-08-05","passed","2026-08-05","TestCallbackCancelToMenu","test_start","",""
"Verify validate_config fails when BOT_TOKEN is a placeholder.","1","test_validates_placeholder_bot_token","tests","2026-08-05","passed","2026-08-05","TestValidateConfig","test_config","",""
"Verify user with 'ru' language_code returns 'ru'.","0","test_supported_language_ru","tests","2026-08-05","passed","2026-08-05","TestUserLanguage","test_i18n","",""
"","0","test_country_code_invalid","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"Verify PAYMENT_DETAILS has blik, uah, usdt methods.","0","test_payment_details_keys","tests","2026-08-05","passed","2026-08-05","TestConstants","test_business_config","",""
"","0","test_currency_symbol_pln","tests","2026-08-05","passed","2026-08-05","TestPricing","test_services","",""
"","1","test_full_creation","tests","2026-08-05","passed","2026-08-05","TestFieldConstructor","test_validation","",""
"Verify non-admin gets alert.","0","test_callback_send_track_rejects_non_admin","tests","2026-08-05","passed","2026-08-05","TestCallbackSendTrack","test_admin","",""
